"Permanent Call Number","Location Name","PLACE_CODE","BEGIN_PUB_DATE","Title","Age","Region"
"F1435 .C5613 1986","Main Collection Storage","txu",1986.0,"Heaven born Merida and its destiny : the Book of Chilam Balam of Chumayel /",35.0,"North America"
"F1226 .D69 1996","3rd Floor","oku",1996.0,"The Mexican earth /",25.0,"North America"
"F2183 .C66 1984","Main Collection Storage","pau",1984.0,"Confrontation in the Caribbean basin : international perspectives on security, sovereignty, and survival /",37.0,"North America"
"F1435.1.P38 N39 2002","3rd Floor","mx",2002.0,"Relatos mayas de tierras altas sobre el origen del mai?z : los caminos de Paxil /",19.0,"North America"
"F1296 .P144","Main Collection Storage","mx",1939.0,"La Nueva Galicia a trave?s de su viejo archivo judicial, i?ndice anali?tico de los archivos de la Audiencia de la Nueva Galicia o de Guadalajara y del Supremo tribunal de justicia del estado de Jalisco;",82.0,"North America"
"F1406 .E53 1996","3rd Floor","nyu",1996.0,"Encyclopedia of Latin American history and culture /",25.0,"North America"
"F2272 .M34","Main Collection Storage","nyu",1912.0,"The conquest of New Granada,",109.0,"North America"
"F2651.S1655 M37 2006","3rd Floor","bl",2006.0,"Imigrantes 1870-1950 : os europeus em Sa?o Jose? dos Pinhais /",15.0,"South America"
"F1435.3.E72 F57 2001","3rd Floor","txu",2001.0,"Cultural logics and global economies : Maya identity in thought and practice /",20.0,"North America"
"F1221.T8 M313 2003","3rd Floor","mdu",2003.0,"Mayan lives, Mayan utopias : the indigenous peoples of Chiapas and the Zapatista rebellion /",18.0,"North America"
"F1435.3.W75 C64 1992","3rd Floor","nyu",1992.0,"Breaking the Maya code /",29.0,"North America"
"F1054 .S224 M5 1963","Main Collection Storage","ilu",1963.0,"St. Denis, a French-Canadian parish.",58.0,"North America"
"F3444 .T959 2008","3rd Floor","inu",2008.0,"The Tupac Amaru and Catarista Rebellions : an anthology of sources /",13.0,"North America"
"F1219 .E85 2004","3rd Floor","enk",2004.0,"Ancient Mexico & Central America : archaeology and culture history /",17.0,"Europe"
"F1233 .Z42","Main Collection Storage","mx",1962.0,"La mujer en la Intervencio?n Francesa.",59.0,"North America"
"F2513 .B972","Main Collection Storage","nyu",1969.0,"Explorations of the highlands of the Brazil; with a full account of the gold and diamond mines, also canoeing down 1500 miles of the great river Sa?o Francisco, from Sabara to the sea.",52.0,"North America"
"F1776.3.S65 L67 2013","3rd Floor","txu",2013.0,"Dreaming in Russian : the Cuban Soviet imaginary /",8.0,"North America"
"F1505.2.C3 G63 1988","3rd Floor","ilu",1988.0,"Sojourners of the Caribbean : ethnogenesis and ethnohistory of the Garifuna /",33.0,"North America"
"F2235.3 .A156","3rd Floor","nyu",1970.0,"The liberator Simo?n Boli?var : man and image /",51.0,"North America"
"F3430.1 .A54 S643 1982","Main Collection Storage","mau",1982.0,"The dialectics of domination in Peru : native communities and the myth of the vast Amazonian emptiness : an analysis of development planning in the Pichis Palcazu special project /",39.0,"North America"
"F1435.1.C5 A78 1992","3rd Floor","mau",1992.0,"Artifacts from the Cenote of Sacrifice, Chichen Itza, Yucatan : textiles, basketry, stone, bone, shell, ceramics, wood, copal, rubber, other organic materials, and mammalian remains /",29.0,"North America"
"F2322 .O9613 1987","Main Collection Storage","cau",1987.0,"The conquest and settlement of Venezuela /",34.0,"North America"
"F1418 .C85 1960","3rd Floor","nyu",1960.0,"Social change in Latin America today, its implications for United States policy.",61.0,"North America"
"F1408.3 .H32 1967","Main Collection Storage","mau",1967.0,"History of Latin American civilization : sources and interpretations.",54.0,"North America"
"F1435.1 C63 F63 1983","Main Collection Storage","nyu",1983.0,"Coba?, a classic Maya metropolis /",38.0,"North America"
"F2131 A47 1983","Main Collection Storage","ctu",1983.0,"After Africa : extracts from British travel accounts and journals of the seventeenth, eighteenth, and nineteenth centuries concerning the slaves, their manners, and customs in the British West Indies /",38.0,"North America"
"F3076.B3 D58","Main Collection Storage","mx",1967.0,"Diego Barros Arana.",54.0,"North America"
"F1221.T8 S77 1978","Main Collection Storage","mou",1978.0,"Tzeltal tales of demons and monsters /",43.0,"North America"
"F3326 .P7213 1990","Main Collection Storage","nyu",1990.0,"The defeat of Che Guevara : military response to guerrilla challenge in Bolivia /",31.0,"North America"
"F1465.2 .I95 C64","Main Collection Storage","mau",1981.0,"The daykeeper, the life and discourse of an Ixil diviner /",40.0,"North America"
"F1418 .M92","Main Collection Storage","nju",1964.0,"Intervention and dollar diplomacy in the Caribbean, 1900-1921.",57.0,"North America"
"F2538.5.C37 G64 1999","3rd Floor","cou",1999.0,"Fernando Henrique Cardoso : reinventing democracy in Brazil /",22.0,"North America"
"F1418 .M3728 2006","3rd Floor","dcu",2006.0,"Intimate ties, bitter struggles : the United States and Latin America since 1945 /",15.0,"North America"
"F2178.U6 M87 1990","Main Collection Storage","nyu",1990.0,"The banana wars : a history of United States military intervention in Latin America from the Spanish-American War to the invasion of Panama /",31.0,"North America"
"F1221.Y3 C37 1998","3rd Floor","nyu",1998.0,"The active side of infinity /",23.0,"North America"
"F1210 .G66 1943","Main Collection Storage","mx",1943.0,"Mexican tales.",78.0,"North America"
"F1408.3 .F398 1989","3rd Floor","mnu",1989.0,"Caliban and other essays /",32.0,"North America"
"F1976 .L48 1975","3rd Floor","nyu",1975.0,"Notes on the Puerto Rican revolution : an essay on American dominance and Caribbean resistance /",46.0,"North America"
"F1234 .S33 2008","3rd Floor","txu",2008.0,"Palace politics : how the ruling party brought crisis to Mexico /",13.0,"North America"
"F1234 .V3 A35 1964","Main Collection Storage","mx",1964.0,"Ulises criollo : autobiografi?a /",57.0,"North America"
"F1783 .M38 M257","Main Collection Storage","cu",1961.0,"Ensayos martianos.",60.0,"West Indies"
"F1246 .P5 1962","Main Collection Storage","sp",1962.0,"Informe del estado de la nueva cristiandad de California, 1702, y otros documentos.",59.0,"Europe"
"F1443 .S47","3rd Floor","cau",1975.0,"Formerly British Honduras : a profile of the new nation of Belize /",46.0,"North America"
"F1236 .G76 1988","3rd Floor","pau",1988.0,"Oil and Mexican foreign policy /",33.0,"North America"
"F1923 .S87 1970","3rd Floor","lau",1970.0,"The French Revolution in San Domingo /",51.0,"North America"
"F1788.2 .C82","3rd Floor","pau",1979.0,"Cuba in the world /",42.0,"North America"
"F1246 .N84","3rd Floor","cau",1908.0,"The mother of California : being an historical sketch of the little known land of Baja California, from the days of Cortez to the present time, depicting the ancient missions therein established, the mines there found, and the physical, social and political aspects of the country; together with an extensive bibliography relative to the same /",113.0,"North America"
"F1527 .W34 1993","3rd Floor","ncu",1993.0,"The regime of Anastasio Somoza, 1936-1956 /",28.0,"North America"
"F1234 .V275 1968","Main Collection Storage","mx",1968.0,"El desastre : tercera parte de Ulises criollo /",53.0,"North America"
"F3326 .P5713 1997","Main Collection Storage","nyu",1997.0,"Pombo : a man of Che's guerrilla : with Che Guevara in Bolivia, 1966-68 /",24.0,"North America"
"F1030.1 .B6","Main Collection Storage","nyu",1948.0,"Champlain; the life of fortitude.",73.0,"North America"
"F1435.3.W75 .S76 2011","3rd Floor","nyu",2011.0,"Reading Maya art : a hieroglyphic guide to ancient maya painting and sculpture /",10.0,"North America"
"F1246 .M353 1960","3rd Floor","mx",1960.0,"A history of Lower California (the only complete and reliable one)",61.0,"North America"
"F1621 .R72 1999","3rd Floor","nyu",1999.0,"A brief history of the Caribbean : from the Arawak and the Carib to the present /",22.0,"North America"
"F1219.1.B3 D47 2010","3rd Floor","utu",2010.0,"The island of fogs : archaeological and ethnohistorical investigations of Isla Cedros, Baja California /",11.0,"North America"
"F1419.A1 W33 2009","3rd Floor","enk",2009.0,"Race and sex in Latin America /",12.0,"Europe"
"F3429.1 .I24 M46","3rd Floor","cau",1976.0,"Pottery style and society in ancient Peru : art as a mirror of history in the Ica Valley, 1350-1570 /",45.0,"North America"
"F1545.1.S35 Q55 2004","3rd Floor","iau",2004.0,"Cobble circles and standing stones : archaeology at the Rivas Site, Costa Rica /",17.0,"North America"
"F1224 .F5213 2006","3rd Floor","oku",2006.0,"National narratives in Mexico : a history /",15.0,"North America"
"F1204 .B74 1981","3rd Floor","nju",1981.0,"Historical dictionary of Mexico /",40.0,"North America"
"F1058 .P68 1993","3rd Floor","onc",1993.0,"While the women only wept : loyalist refugee women /",28.0,"North America"
"F1219.1.M5 H67 1997","3rd Floor","cau",1997.0,"Postconquest Coyoacan : Nahua-Spanish relations in Central Mexico, 1519-1650 /",24.0,"North America"
"FOLIO F1219.7 .M36 1989","Main Collection Storage","dcu",1989.0,"Mesoamerica after the decline of Teotihuacan, A.D. 700-900 /",32.0,"North America"
"F1219 .P733 2003","3rd Floor","utu",2010.0,"Postclassic mesoamerican world.",11.0,"North America"
"F1234 .F71","Main Collection Storage","nyu",1915.0,"Carranza and Mexico,",106.0,"North America"
"F1219 .P4","Main Collection Storage","mx",1972.0,"Orgullo de Aztla?n; una resen?a de historia mexicana.",49.0,"North America"
"F1528 .B7785 2001","3rd Floor","oku",2001.0,"The real Contra War : highlander peasant resistance in Nicaragua /",20.0,"North America"
"F2169 .T67 2006","3rd Floor","nyu",2006.0,"An intellectual history of the Caribbean /",15.0,"North America"
"F1787.5 .M34 1999","3rd Floor","kyu",1999.0,"Voices of resistance : testimonies of Cuban and Chilean women /",22.0,"North America"
"F1789.J4 L48 1993","3rd Floor","flu",1993.0,"Tropical diaspora : the Jewish experience in Cuba /",28.0,"North America"
"F2528 .M76","Main Collection Storage","nyu",1965.0,"The bandeirantes : the historical role of the Brazilian pathfinders /",56.0,"North America"
"F2263 .V39","3rd Floor","nyu",1917.0,"Quito to Bogota?,",104.0,"North America"
"F1246 .A8513","Main Collection Storage","cau",1969.0,"Jose? Joaqui?n Arrillaga: diary of his surveys of the frontier, 1796 /",52.0,"North America"
"F1221.T9 T67 2010","3rd Floor","nmu",2010.0,"Travelers to the other world : a Maya view of North America /",11.0,"North America"
"F1565.2.C8 P3 1977","Main Collection Storage","mau",1977.0,"Molas : folk art of the Cuna Indians /",44.0,"North America"
"F1435 .M557 2004","3rd Floor","enk",2004.0,"Mesoamerican archaeology : theory and practice /",17.0,"Europe"
"F1346 V69 1982","Main Collection Storage","azu",1982.0,"On the periphery of nineteenth-century Mexico : Sonora and Sinaloa, 1810-1877 /",39.0,"North America"
"F2520.1.B75 F34 1992","3rd Floor","flu",1992.0,"Space-time of the Bororo of Brazil /",29.0,"North America"
"F2831 .L69 2001","3rd Floor","ctu",2001.0,"The history of Argentina /",20.0,"North America"
"F2725.A7 S75","Main Collection Storage","enk",1959.0,"Artigas and the emancipation of Uruguay /",62.0,"Europe"
"F1219.1.B3 C76","3rd Floor","cau",1975.0,"The cave paintings of Baja California : the great murals of an unknown people /",46.0,"North America"
"F1392.S7 F23 2002","3rd Floor","tnu",2002.0,"Exile and cultural hegemony : Spanish intellectuals in Mexico, 1939-1975 /",19.0,"North America"
"F2299.B55 A84 2009","3rd Floor","ncu",2009.0,"Black and green : Afro-Colombians, development, and nature in the Pacific lowlands /",12.0,"North America"
"F2849.2 .G73","Main Collection Storage","enk",1981.0,"Portrait of an exile /",40.0,"Europe"
"F3101.P56 B87 2003","3rd Floor","enk",2003.0,"The Pinochet affair : state terrorism and global justice /",18.0,"Europe"
"F1408.5 .S37 2005","3rd Floor","azu",2005.0,"Plazas and barrios : heritage tourism and globalization in the Latin American centro histo?rico /",16.0,"North America"
"F1234 .V698 1970","3rd Floor","nyu",1970.0,"Viva Villa! : a recovery of the real Pancho Villa, peon, bandit, soldier, patriot /",51.0,"North America"
"F1788 .H57 1981","3rd Floor","nju",1981.0,"Cuban communism /",40.0,"North America"
"F1219.3.R38 P55 1992","3rd Floor","mx",1992.0,"Quetzalco?atl, serpiente emplumada /",29.0,"North America"
"F1928 .F47 1987","3rd Floor","enk",1988.0,"Papa Doc, Baby Doc : Haiti and the Duvaliers /",33.0,"Europe"
"F1221.N3 C58 1986","3rd Floor","nmu",1986.0,"Colonial Culhuacan, 1580-1600 : a Social History of an Aztec Town /",35.0,"North America"
"F1219.73 .S58 1996","3rd Floor","mau",1996.0,"The Aztecs /",25.0,"North America"
"F1418 .M373 2003","3rd Floor","mau",2003.0,"Yankee no! : anti-Americanism in U.S.--Latin American relations /",18.0,"North America"
"F3429.1 .A9 I82","3rd Floor","ilu",1977.0,"The rural foundation for urbanism : economic and stylistic interaction between rural and urban communities in eighth-century Peru /",44.0,"North America"
"F1230 .M46 2002","3rd Floor","mx",2002.0,"Memorias de Conquista /",19.0,"North America"
"F1035.E89 M37 2001","3rd Floor","onc",2001.0,"Ghosts and shadows : construction of identity and community in an African diaspora /",20.0,"North America"
"F2183 .S95 1985","Main Collection Storage","dcu",1985.0,"The Caribbean : survival, struggle, and sovereignty /",36.0,"North America"
"F1219 .S83","Main Collection Storage","mx",1972.0,"Las extraordinarias historias de los co?dices mexicanos /",49.0,"North America"
"F1413 .C78 1998","3rd Floor","enk",1998.0,"A cultural history of Latin America : literature, music, and the visual arts in the 19th and 20th centuries /",23.0,"Europe"
"F1938 .R6","3rd Floor","wau",1964.0,"Quisqueya : a History of the Dominican Republic /",57.0,"North America"
"F1418 .G696 1971","Main Collection Storage","ilu",1971.0,"The containment of Latin America; a history of the myths and realities of the good neighbor policy.",50.0,"North America"
"F1414.2 .M413","3rd Floor","nyu",1969.0,"Guerrillas in Latin America : the technique of counter-state /",52.0,"North America"
"F1246 .G28","Main Collection Storage","nyu",1962.0,"The hidden heart of Baja /",59.0,"North America"
"F1221.H9 A77 1978","Main Collection Storage","cau",1978.0,"Art of the Huichol Indians /",43.0,"North America"
"F3429.1 .M63 D66","3rd Floor","txu",1978.0,"Ancient burial patterns of the Moche Valley, Peru /",43.0,"North America"
"F1089.5.S75 L34 1998","3rd Floor","bcc",1998.0,"Spuzzum : Fraser Canyon histories, 1808-1939 /",23.0,"North America"
"F1032 .D986 M37","Main Collection Storage","enk",1972.0,"The Durham Report and British policy: a critical essay.",49.0,"Europe"
"F1219.7.Z9 M4 1981","Main Collection Storage","txu",1981.0,"Mesoamerican archaeology : a guide to the literature and other information sources /",40.0,"North America"
"F1392.B55 A38 1990","3rd Floor","mx",1989.0,"La poblacio?n negra de Me?xico : estudio etnohisto?rico /",32.0,"North America"
"F1035.N3 H54","Main Collection Storage","onc",1981.0,"The freedom-seekers: Blacks in early Canada /",40.0,"North America"
"F1221 .Y3 M35 1986","Main Collection Storage","aru",1986.0,"Politics and ethnicity on the Ri?o Yaqui : Potam revisited /",35.0,"North America"
"F1391 .T3 R31","Main Collection Storage","ilu",1930.0,"Tepoztlan, a Mexican village : a study of folk life /",91.0,"North America"
"F1435.1 .A4 S6 1972","Main Collection Storage","mau",1972.0,"Excavations at Altar de Sacrificios; architecture, settlement, burials, and caches,",49.0,"North America"
"F1234.V3 M37 2000","3rd Floor","nyu",2000.0,"Jose? Vasconcelos and the writing of the Mexican Revolution /",21.0,"North America"
"F1414.2 .D35 2013","3rd Floor","ncu",2013.0,"Wars of Latin America, 1948-1982 : the rise of the guerrillas /",8.0,"North America"
"F1415 .L38 1985","Main Collection Storage","nyu",1985.0,"The Latin American policies of U.S. allies : balancing global interests and regional concerns /",36.0,"North America"
